date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:22:07	28295/28295	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Dec%202019%2016:22:07%20GMT	https://lana.ws/ar/work/	F:/DAZZLE/dprm/lana.ws/ar/work/index.html	(from https://lana.ws/ar/)
19:22:07	215300/215300	---M--	200	added ('OK')	image/png	date:Sun,%2006%20May%202018%2023:11:11%20GMT	https://lana.ws/ar/wp-content/uploads/sites/2/2018/05/BrandConsistency-02-450x560.png	F:/DAZZLE/dprm/lana.ws/ar/wp-content/uploads/sites/2/2018/05/BrandConsistency-02-450x560.png	(from https://lana.ws/ar/)
19:22:07	26216/26216	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Dec%202019%2016:22:08%20GMT	https://lana.ws/ar/2018/05/06/the-basics-of-branding/	F:/DAZZLE/dprm/lana.ws/ar/2018/05/06/the-basics-of-branding/index.html	(from https://lana.ws/ar/)
19:22:07	29271/29271	---M--	200	added ('OK')	image/jpeg	date:Sun,%2006%20May%202018%2023:11:09%20GMT	https://lana.ws/ar/wp-content/uploads/sites/2/2018/05/Impreza-Slide-Branding-450x560.jpg	F:/DAZZLE/dprm/lana.ws/ar/wp-content/uploads/sites/2/2018/05/Impreza-Slide-Branding-450x560.jpg	(from https://lana.ws/ar/)
19:22:08	26738/26738	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Dec%202019%2016:22:08%20GMT	https://lana.ws/ar/2018/05/06/building-optimal-brand-identity-architectures/	F:/DAZZLE/dprm/lana.ws/ar/2018/05/06/building-optimal-brand-identity-architectures/index.html	(from https://lana.ws/ar/)
19:22:08	27218/27218	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Dec%202019%2016:22:09%20GMT	https://lana.ws/ar/2018/05/06/brand-identification-be-smart-be-simple/	F:/DAZZLE/dprm/lana.ws/ar/2018/05/06/brand-identification-be-smart-be-simple/index.html	(from https://lana.ws/ar/)
19:22:08	48561/48561	---M--	200	added ('OK')	image/jpeg	date:Sun,%2006%20May%202018%2023:11:08%20GMT	https://lana.ws/ar/wp-content/uploads/sites/2/2018/05/dreamstime_m_68318790-e1488302220954-450x560.jpg	F:/DAZZLE/dprm/lana.ws/ar/wp-content/uploads/sites/2/2018/05/dreamstime_m_68318790-e1488302220954-450x560.jpg	(from https://lana.ws/ar/)
19:22:08	3152/3152	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2021%20Sep%202019%2020:37:56%20GMT	https://lana.ws/ar/wp-content/themes/lana2018/js/map.js	F:/DAZZLE/dprm/lana.ws/ar/wp-content/themes/lana2018/js/map.js	(from https://lana.ws/ar/)
19:22:09	34794/34794	---MCZ	200	added ('OK')	text/html	date:Fri,%2020%20Dec%202019%2016:22:09%20GMT	https://lana.ws/ar/2018/05/06/3-factors-that-separate-good-branding-from-great-branding/	F:/DAZZLE/dprm/lana.ws/ar/2018/05/06/3-factors-that-separate-good-branding-from-great-branding/index.html	(from https://lana.ws/ar/)
19:22:09	14440/14440	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2024%20May%202019%2005:25:13%20GMT	https://lana.ws/ar/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.3	F:/DAZZLE/dprm/lana.ws/ar/wp-content/plugins/contact-form-7/includes/js/scriptsbdeb.js	(from https://lana.ws/ar/)
19:22:11	763/763	---MC-	200	added ('OK')	text/javascript	date:Fri,%2020%20Dec%202019%2016:22:11%20GMT	https://www.google.com/recaptcha/api.js?render=6LcRLqoUAAAAAPkm3bfWKF391AgvQBPFCftX9xjx&ver=3.0	F:/DAZZLE/dprm/www.google.com/recaptcha/api61a0.js	(from https://lana.ws/ar/)
19:22:11	3814/3814	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2021%20Sep%202019%2020:37:57%20GMT	https://lana.ws/ar/wp-content/themes/lana2018/js/sPreloader.js?ver=5.2.5	F:/DAZZLE/dprm/lana.ws/ar/wp-content/themes/lana2018/js/sPreloader6619.js	(from https://lana.ws/ar/)
19:22:11	36816/36816	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2021%20Sep%202019%2020:37:52%20GMT	https://lana.ws/ar/wp-content/themes/lana2018/js/bootstrap.min.js?ver=5.2.5	F:/DAZZLE/dprm/lana.ws/ar/wp-content/themes/lana2018/js/bootstrap.min6619.js	(from https://lana.ws/ar/)
19:22:11	79152/79152	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2021%20Sep%202019%2020:37:58%20GMT	https://lana.ws/ar/wp-content/themes/lana2018/js/owl.carousel.js?ver=5.2.5	F:/DAZZLE/dprm/lana.ws/ar/wp-content/themes/lana2018/js/owl.carousel6619.js	(from https://lana.ws/ar/)
19:22:12	8097/8097	---MCZ	200	added ('OK')	application/javascript	date:Sat,%2021%20Sep%202019%2020:37:52%20GMT	https://lana.ws/ar/wp-content/themes/lana2018/js/jquery.easing.1.3.js?ver=5.2.5	F:/DAZZLE/dprm/lana.ws/ar/wp-content/themes/lana2018/js/jquery.easing.1.36619.js	(from https://lana.ws/ar/)
